uuid,schooltype3,age3,gender2,major2
df637d11-9361-42c0-bbd2-b73034ec1f4f,graduate school,20-24,female,non-STEMB
ad3ab5a9-04c5-4a66-bb78-71a38eb45d7b,4-year university,20-24,female,STEM
a18b51e0-88e6-41d5-9d81-281147dfd2d5,graduate school,20-24,male,non-STEMB
910ba8a7-63d4-48c6-bbe8-541fc052df0d,2-year college,35+,female,non-STEMB
a42f063a-2ef3-4857-9018-fd3496fa7dce,graduate school,20-24,female,STEM
153aafee-7450-46cf-bcd0-103f361ab6a8,4-year university,25-34,male,non-STEMB
e07a8a30-c9ae-43a9-a8f9-7d0baa1bac0b,4-year university,35+,female,STEM
aa67f494-d20a-478e-823d-b70c92f4113f,4-year university,35+,female,STEM
b8407314-b008-4ad0-bbee-241bc0dc423f,4-year university,25-34,male,STEM
b0f4906f-7f15-43de-ac6d-5857bc7950a5,4-year university,25-34,female,STEM
80cdec57-ae63-49b3-a128-130b4ff71e0f,graduate school,20-24,female,STEM
b0f7b6b1-71f1-4554-95c7-a71e111fcdd5,graduate school,25-34,female,STEM
1d860ee6-c4ab-4d71-b8cc-e6ece8803d49,4-year university,25-34,female,STEM
fb06129c-9091-47e4-9f9d-c28f47649222,graduate school,35+,female,non-STEMB
540af864-6004-4c9a-bfc9-9b8d5c9a5b28,graduate school,25-34,male,non-STEMB
d517b13a-fa35-483e-aef4-bc54fe4c4b61,graduate school,25-34,female,STEM
5bdc5ce8-97b3-462f-b20a-3b474e2fedd5,4-year university,20-24,female,STEM
3a83c9bb-5f74-482d-bddf-c1d2ad7303da,4-year university,20-24,male,STEM
e8949389-84b4-4a07-9a33-03ce1ec371f6,4-year university,18-19,female,non-STEMB
329dfb04-03e4-4b4a-91b1-d6d5483fecd7,2-year college,18-19,male,STEM
6fcf0884-5441-4939-8640-fc4fc8fb8391,4-year university,20-24,female,non-STEMB
c502e027-2840-40e1-a21e-cfedc0f97220,4-year university,20-24,male,STEM
50136c75-8179-477c-bbd7-d59d8b34bef0,graduate school,20-24,male,non-STEMB
4e45a2d9-27fe-4499-abf1-4820536489f6,graduate school,20-24,female,STEM
b3803874-c01d-47ff-96db-beadb884940d,4-year university,20-24,male,STEM
f9a90b15-967d-485c-9891-004fad348ec8,2-year college,20-24,male,non-STEMB
ad62e882-2302-4d5c-8c50-f1707a03c90d,2-year college,20-24,female,STEM
8a5e5ab7-e552-411d-80c2-77fe452fc0b7,graduate school,20-24,female,STEM
c3c59e1f-fa8f-4a3c-92a3-5695c5b1b926,4-year university,20-24,female,non-STEMB
c89c0b6a-ee41-4b99-96ff-35b0399f8872,graduate school,20-24,female,STEM
18b2f3d8-c2a4-4dbf-b26d-4fc48340321a,4-year university,20-24,female,non-STEMB
28d54c2a-3273-4345-b0f9-44b5821c2593,4-year university,18-19,male,non-STEMB
a7c64037-4a82-4f92-872a-d3f2e32f60ce,graduate school,20-24,female,non-STEMB
c5587457-d586-4be5-8e41-d555705bc76e,2-year college,20-24,male,STEM
f82b0185-e0e2-4490-bf00-f92ffcf0ec36,2-year college,20-24,female,non-STEMB
d78c834b-fc76-4492-a707-cb7a0b3708bd,2-year college,20-24,female,non-STEMB
e1ed59cc-baeb-4630-857e-29822500fb85,2-year college,20-24,female,STEM
5b66ed04-eb6b-4bc8-9f48-5ab2c6a4f0f7,4-year university,18-19,male,STEM
d8f68d1e-9cbe-4e32-9366-24202f2ddf38,4-year university,35+,female,non-STEMB
9b8349ad-7131-47a9-bedb-040395850d71,4-year university,35+,male,non-STEMB
b5d5e69f-1478-4bdf-8baa-9018433e9484,graduate school,18-19,female,STEM
7311f045-2d64-4549-8243-b2db17b571b6,4-year university,25-34,female,STEM
3f419f0a-21ae-4145-bd0d-07afca9dd6cd,graduate school,20-24,female,non-STEMB
331e88b1-d7c6-4ac8-8500-e4fdaaa33e93,4-year university,18-19,female,STEM
118430ca-6e0c-4378-807a-0d30b33fc776,4-year university,18-19,male,non-STEMB
d0c8e134-0518-4529-a147-004c248e14b8,graduate school,20-24,female,STEM
110a037b-e672-449a-a012-d0725689e949,graduate school,20-24,female,non-STEMB
c7bc4e86-d2d2-4116-9daf-6b1c0d532f73,4-year university,25-34,female,STEM
d1c2ee1b-f0a1-41cd-8445-297f163ba0e0,2-year college,25-34,male,STEM
61433d5c-2bf2-4064-ac80-16c08a2e9d27,4-year university,25-34,male,STEM
bf053caf-8f61-419d-91c5-1bfe53907ae1,2-year college,18-19,female,non-STEMB
c5a2ec12-5ab7-4b05-8982-aec231bdb3fd,4-year university,20-24,female,non-STEMB
41ab5b77-8dfa-4377-b9f6-59cc49861c70,4-year university,18-19,male,non-STEMB
4f102f88-e75d-4c23-9c77-1a1391a35d1a,4-year university,25-34,male,non-STEMB
93cf89bb-382d-40b1-a0ef-dd4b386b7533,4-year university,20-24,female,STEM
45c6fda6-a21e-4176-a2ed-24b8658c35ec,2-year college,20-24,female,STEM
18770819-0307-44cb-8e8a-a0450c6ec891,4-year university,35+,male,STEM
5897faa2-e00e-4c8b-bfdb-319aa76eefe3,graduate school,20-24,female,STEM
c1246c5f-b3fe-407e-950e-0d9cedd15618,4-year university,20-24,female,STEM
a92db0d3-18d1-4f37-8bd7-8ee462b830f7,2-year college,18-19,male,STEM
8afd45d4-fe73-4771-91e0-683e586b25ec,4-year university,35+,Prefer not to say,non-STEMB
6e23cb94-9258-4ab8-a374-1630dc6130ba,4-year university,18-19,female,non-STEMB
23bb168e-10fa-4057-a5de-0ae87f84094a,graduate school,35+,male,STEM
cc8f8812-599c-4bc8-b87a-c37884214745,4-year university,20-24,female,STEM
f231c1e0-9fd3-43a8-b1eb-f44a669272ed,4-year university,20-24,female,non-STEMB
ec326adf-f941-4009-9d0c-88d2dc85bb23,graduate school,20-24,male,STEM
bccee552-5b97-4a07-93ff-e5566b312f39,2-year college,20-24,female,STEM
7ae16370-5350-4fa5-a6e8-82626b3824e9,4-year university,20-24,male,non-STEMB
8b538b46-0a60-4cf2-8448-fb15d58f686b,4-year university,18-19,female,STEM
cb93e32a-33d4-420c-a596-5833550880c7,2-year college,20-24,male,STEM
1f110381-f13d-4eaa-837e-bae81eb24772,4-year university,20-24,male,non-STEMB
b91798c1-0e3c-41c7-ab7e-b959002497fe,4-year university,20-24,female,STEM
e8a2dea8-4ea6-40c0-99bb-b415447adad8,4-year university,18-19,female,non-STEMB
89e569ba-daf3-4e30-8c0f-f9b2b56b2dc1,4-year university,20-24,male,STEM
a420a17e-4537-4103-ae3f-0fd4ca9b25ce,4-year university,20-24,female,non-STEMB
c9214fe9-b09a-4673-bcfd-61d59436a231,graduate school,25-34,male,STEM
552cf9a7-f02a-40d1-9931-f276ed4c7ddd,4-year university,20-24,female,STEM
019d27f7-74d8-4eea-a584-e9784038223b,graduate school,25-34,female,STEM
cd6c3818-9dce-43c8-9096-0cd84f0e5406,graduate school,35+,female,STEM
e963029e-cb0f-49f0-9c41-d888e563b7de,4-year university,25-34,male,non-STEMB
3d0cc44f-d74b-4061-8e19-b8ff078f741c,4-year university,18-19,female,non-STEMB
56490599-d7df-4472-8720-012b86a7de72,4-year university,25-34,male,STEM
81812aab-c45b-476c-9ff3-d7e70bc3d942,4-year university,18-19,female,STEM
647c0d6c-bbd7-47a0-8112-464ea224703c,4-year university,18-19,male,STEM
c4dcbadc-67bc-4644-a149-f45782a30ee9,4-year university,18-19,female,non-STEMB
24dcd4cf-2d1e-409b-9c79-9d67da0007f5,4-year university,18-19,female,STEM
e9d2fd6f-f1b1-4efb-9017-55c0362bf052,4-year university,25-34,female,STEM
cc8856f0-8270-4012-98e5-2217b1fa0485,graduate school,18-19,male,STEM
4b2033ed-0c42-4507-9669-b3214735d08f,4-year university,20-24,male,STEM
f7c549e7-a1d5-484f-8861-916879aa3b52,4-year university,18-19,female,non-STEMB
ff906a86-bf5f-4ce5-8ddb-63ecf0f56891,4-year university,25-34,male,non-STEMB
b3eee1c7-47a1-4abb-a613-f027927dd9d2,4-year university,20-24,male,STEM
5b50b74f-5d84-4ef6-90b8-b1d637a10291,graduate school,20-24,female,non-STEMB
83299080-8df2-4823-83cf-1a38a1390c24,4-year university,35+,male,STEM
d53406e1-fe35-4359-b23b-96b8e35c2a5d,4-year university,25-34,male,non-STEMB
e645dcab-dbe9-4793-99b3-dd038fafcb42,4-year university,20-24,female,non-STEMB
bf9041e2-0ee8-4d39-a4fc-894e0a907771,graduate school,35+,female,non-STEMB
a873a18d-04a5-46f9-a76a-98b8cf974d38,4-year university,35+,female,non-STEMB
f7682927-a7f6-49d4-9ec4-4058c91a8c15,4-year university,20-24,female,STEM
fbc5a5fa-9ad7-4760-82ef-4e9696e409b3,4-year university,20-24,female,non-STEMB
6a807d09-5a6b-4e2b-997d-47208b00a6b4,4-year university,35+,male,non-STEMB
97292349-6451-4693-a412-15660254b1d8,4-year university,18-19,male,non-STEMB
e7c83941-3b5a-4c6a-8b29-ffd42e47fc03,4-year university,18-19,female,non-STEMB
adef341d-ff08-4ea1-b2e5-0bd25b04c19b,4-year university,35+,male,STEM
20376fe8-980b-41b4-89df-4e364ed2f9a5,graduate school,25-34,male,STEM
ceeb3f9d-60bb-4f81-83be-85c477b81017,2-year college,25-34,female,STEM
a3997606-4f99-4a46-bad3-a46c7b917b72,4-year university,18-19,male,STEM
2d96c2e8-4307-4123-a754-7ea668f9271f,4-year university,20-24,female,non-STEMB
8ccc8678-fccc-4a0b-b9f9-f07d38974b1f,graduate school,20-24,male,non-STEMB
38135877-63b8-418a-a159-17dc55302c8a,4-year university,20-24,female,STEM
8ece4fa5-953e-413f-8d08-7fbf71dad755,4-year university,18-19,male,STEM
3d2656cd-8575-487f-87a6-ddedc66bbade,4-year university,20-24,male,non-STEMB
18bd6322-6ad0-4fc0-896a-f2c953afbd24,4-year university,35+,female,STEM
164567c4-2e3e-4534-aaa9-fa0f3b845c29,graduate school,18-19,female,non-STEMB
ad05b1ee-fa67-4727-8e28-df3d846d9f55,4-year university,20-24,female,STEM
441ad00a-14cf-4bfa-bbdb-f4d3db658c2e,4-year university,20-24,female,STEM
1d203be5-d822-469e-af44-2d6ab798ef46,4-year university,18-19,male,STEM
088334cf-a6b6-4de8-9fc9-e541e0516d3c,4-year university,20-24,male,STEM
9a74f74b-b17d-496b-a45b-fe7b1e3dcb0b,graduate school,20-24,female,non-STEMB
2db88197-baf7-4388-9fa1-7195cffab4b8,4-year university,25-34,female,STEM
c319654f-b4cd-4478-9b68-7e52fc41557d,4-year university,25-34,female,STEM
ba6ad88a-e62e-40b3-986e-4d294d43fa22,graduate school,25-34,female,non-STEMB
f929b830-330d-4701-b997-ba7cd5db59b5,4-year university,35+,male,non-STEMB
ba363fe0-d761-4e25-870b-002802041b70,2-year college,18-19,female,STEM
647c4379-bbd7-4ff0-81dc-dc9daadd2491,4-year university,20-24,female,non-STEMB
b0fcfb3f-eb79-4ee5-be5e-88839438415d,2-year college,25-34,male,STEM
98c3bc82-fbef-411c-bdab-1ff76fef8c2f,4-year university,35+,male,non-STEMB
41a5fd05-ba62-4a1f-b8f3-4fe6579cc3ca,4-year university,20-24,female,non-STEMB
1ad2ba21-b11e-42da-a2dc-132f1120b6eb,4-year university,25-34,male,STEM
5b1f1fd2-0a5b-49c1-a9dc-b45ea1710383,graduate school,20-24,male,STEM
481b591f-8bd4-40e8-8cb6-af959e84abce,2-year college,20-24,male,STEM
6d87c033-3238-46d8-960b-0fa721aea139,4-year university,20-24,female,non-STEMB
9fd1a73c-a919-4472-9e39-e949f157fffe,4-year university,35+,female,STEM
2b2e8318-8998-4c10-8d84-0e5228af2c08,2-year college,20-24,female,non-STEMB
02f1766e-1f7b-479b-beb1-cd1894ba5fd4,4-year university,18-19,male,STEM
243fb018-8911-4f62-aa3a-bdeaeff10a67,4-year university,18-19,female,non-STEMB
577d0755-3531-4958-b5c2-675c30b7e2a6,2-year college,25-34,male,non-STEMB
e2f58b5c-61da-4a6e-95aa-92cc40b7a297,graduate school,18-19,female,non-STEMB
9adf66c2-c351-49b0-b7d2-a5a749167d73,4-year university,20-24,male,non-STEMB
1a91b7cd-9efd-48cd-937f-29668026c34c,4-year university,18-19,female,non-STEMB
a4175248-2f14-41ff-86d0-afda2e5bcd69,2-year college,20-24,male,non-STEMB
2b9b68e1-79fb-476e-9694-eae9d7f1d91d,4-year university,20-24,female,STEM
5485f002-9b4c-4a12-a49d-232fca7778ce,2-year college,25-34,male,non-STEMB
c52250ea-6d4e-4969-8c4a-88e4bd2d1584,4-year university,20-24,female,non-STEMB
58d373fe-967f-4827-9b17-dbd7582ad30d,4-year university,20-24,female,STEM
ffd14cc4-adb2-491c-ae7a-31f85a45572b,2-year college,35+,female,non-STEMB
300a1387-6b3d-4c34-81ce-0eb4e8207d03,4-year university,18-19,female,non-STEMB
61937329-91cf-4034-92ff-4026ab8f4492,4-year university,20-24,male,non-STEMB
7df9c3fd-a773-46f2-8486-4ba9763a1cc7,2-year college,18-19,male,STEM
d35dc8ca-f8f0-4d85-9bbd-026c9bc5d2a9,2-year college,35+,female,STEM
8a197ab9-a08c-4b8c-8e55-06971852ff24,4-year university,18-19,female,STEM
ff720eac-e76c-4b20-902c-ab48fcd9cf6b,4-year university,20-24,female,non-STEMB
ef4d173e-ddb4-4c44-9eaf-1cccc76b97a6,graduate school,20-24,male,non-STEMB
e700ff97-52f9-403f-8f14-06dbe659d216,graduate school,20-24,female,non-STEMB
b2052b15-e7e4-45d7-b672-fac8a4fdc1b1,4-year university,20-24,male,non-STEMB
86275708-7e5c-4a5c-b535-7e2e37af84be,graduate school,20-24,female,non-STEMB
8e3d36db-d7ee-49af-93a6-3f86c6dd1f98,4-year university,25-34,male,non-STEMB
badce69f-4019-4eac-8423-7a634b9c1952,graduate school,18-19,male,non-STEMB
587d4a4e-07d0-43e7-83da-a85b5f9f63c2,4-year university,20-24,female,non-STEMB
87dcb43a-43e6-464f-81e3-323f052876f3,4-year university,20-24,female,non-STEMB
d1a735ea-d028-4612-941d-de7bd9385339,4-year university,18-19,female,STEM
b75f4060-0347-47b5-9f70-ba481fc56aeb,4-year university,18-19,male,non-STEMB
4860600b-dc4e-4cd0-ac1c-80c6515ebfd2,4-year university,35+,Prefer not to say,STEM
8d3a9854-ac6e-4f97-a47a-5a2d319babe0,graduate school,18-19,Prefer not to say,non-STEMB
4cab59ac-4c91-4f12-8b6c-dc47d9f6f0bc,2-year college,20-24,female,STEM
dacbce83-9397-41d9-80c4-58b54d69cb11,graduate school,20-24,female,non-STEMB
bee5c769-d5c1-4ef0-a623-342f83d31a50,4-year university,20-24,female,non-STEMB
a6fe97ab-d5d6-412c-b13a-818f1346872e,2-year college,18-19,male,non-STEMB
6738f1d3-0e33-4e94-b7ef-ba858a5af43a,2-year college,20-24,female,STEM
23399187-c329-4697-af49-4453002b5d35,graduate school,20-24,female,non-STEMB
c03d39fd-de18-417d-8fe1-1effd291cb2d,4-year university,20-24,female,non-STEMB
a4875400-4b91-49c1-9a29-7a9b7334fa33,graduate school,18-19,female,STEM
01915c96-909b-455d-9a11-b77246f626bd,4-year university,18-19,male,non-STEMB
a32b67cb-d815-4fed-a92f-515d4145c275,4-year university,15-17,female,non-STEMB
72314bc3-1aa2-40ec-a2a8-fe56a641c9ce,2-year college,20-24,male,non-STEMB
c17b7e2a-3785-4f15-b079-b59936002944,4-year university,18-19,male,STEM
9ccf6aff-e57c-465b-b09b-7f693039d1b8,graduate school,18-19,male,non-STEMB
78bbcb03-8110-4e14-bd9c-b7ad42dd463f,4-year university,20-24,female,STEM
7e2df207-cc8a-40b0-abfa-92e1be011c64,2-year college,20-24,male,STEM
40d14b16-1d82-4b67-be1e-f1c934becc07,4-year university,25-34,male,STEM
aa2d6447-7837-4607-8fef-82b8a21ea904,4-year university,25-34,female,non-STEMB
b489effc-e3b9-4edb-88c1-cdab5a44a4f6,4-year university,18-19,male,STEM
4c44614f-a041-4775-949f-45c403969cc7,2-year college,20-24,female,STEM
496ef394-cf9e-44bd-87e5-9e8f8926a2df,2-year college,25-34,male,STEM
ba4b916f-0521-476f-ba4e-6c9ecc821517,4-year university,20-24,male,STEM
3a6f740b-5bf8-4c98-bc9a-137b08fc3436,4-year university,20-24,male,non-STEMB
84178157-2152-47d3-a26e-a6dad2b29b94,4-year university,35+,female,STEM
eee07aee-ddc1-40af-9755-e6efdf80f593,4-year university,20-24,female,STEM
f50b599f-dfc1-40f7-aa53-0fb024abbc3c,4-year university,15-17,female,non-STEMB
18414808-219d-43b0-9f7a-5cccf6170a0c,graduate school,20-24,male,STEM
370ce4c0-cc3e-4ea2-84a9-f912449937c3,4-year university,18-19,male,non-STEMB
749c0910-b260-4f05-881b-ac8e061b5be2,4-year university,18-19,male,STEM
d5b15fb5-35db-4f36-96fd-6bc9158eb868,graduate school,35+,Non-Binary,non-STEMB
b80be468-aef4-41bb-aa5e-3ce8ea42f5ce,4-year university,20-24,female,STEM
05ab17b6-934c-4d8f-b51c-cab33a6b4374,2-year college,18-19,male,STEM
d207b1c7-5287-4ccb-8d85-6587b07fde11,4-year university,35+,female,non-STEMB
b77bfc77-b4f3-4354-85e5-22f8ab2f27b3,4-year university,18-19,male,STEM
414e3956-be41-48e9-aca5-cf67d32847bc,2-year college,25-34,male,non-STEMB
85894167-802e-4181-b88c-407da88d93de,4-year university,20-24,male,STEM
25b16bcb-3d35-4628-aba1-4cff8af30e98,4-year university,25-34,male,STEM
1d4951d5-9c2c-4165-8467-b0597a27bb8b,4-year university,18-19,female,non-STEMB
533146c6-56b5-443f-9402-a1ab3339db20,4-year university,35+,male,STEM
ce197679-d6a3-4d82-ac3a-85640e2f8534,4-year university,18-19,female,STEM
d4f8c089-3673-4efa-9317-bf0acf4bb865,graduate school,25-34,male,non-STEMB
280fe7a2-665b-4af4-96cf-cf20b305edd8,4-year university,25-34,female,non-STEMB
42151b22-3fda-409a-98a5-6e77c3b1e168,4-year university,25-34,male,non-STEMB
2375c6ad-2532-4460-93b9-6fb208f29993,4-year university,35+,female,non-STEMB
3f5bae11-a17e-4014-b6e7-4a2c890f1c05,graduate school,35+,male,non-STEMB
e64d718f-7b72-4680-95e7-e1082bff8358,graduate school,20-24,male,STEM
b4ec7f05-99c9-4bf3-8fe2-6cce99831944,4-year university,20-24,male,non-STEMB
2d7d2a78-ff45-48e5-a964-8f558b7e004e,4-year university,20-24,female,non-STEMB
062f0c05-d003-4130-b0a2-3d90aa614f7d,4-year university,25-34,male,STEM
a7afe03c-8aa9-44a2-9969-be15413c734e,4-year university,20-24,male,non-STEMB
97b4ed9d-28d8-4712-8608-60f2f2574f5b,graduate school,20-24,male,non-STEMB
99fe2538-88a9-4d75-a86b-a8f64ea6914b,4-year university,18-19,male,STEM
f5afa208-6d7a-4181-9133-4d759fe6e680,2-year college,20-24,male,STEM
cf751670-b099-4f98-9929-455768a2cf96,4-year university,18-19,female,STEM
925f4582-f065-4ae0-b0c5-7d9a080dc563,4-year university,25-34,female,STEM
b020ee86-9029-4a5e-a613-60529db1be59,4-year university,18-19,female,non-STEMB
f293e282-63f7-43ff-a45b-88de7962bed6,4-year university,18-19,male,STEM
50ec80e0-e8fc-410c-8ce8-5f67e9fe2770,4-year university,25-34,female,STEM
f136cc2a-f3a2-4675-a3a7-867de271b848,4-year university,20-24,male,non-STEMB
1942d052-a4a0-47ea-83de-a06cee0c5c0d,2-year college,25-34,female,STEM
cd214dca-e650-4140-af3c-1ed70d521bab,4-year university,35+,male,non-STEMB
d12313f5-f58e-40fc-ba8d-e43300490847,2-year college,20-24,female,non-STEMB
49869a22-48d4-4e02-82ba-a2faf297a4b1,4-year university,35+,female,STEM
f174c1fb-3fde-480c-b8c5-8badc335f5c7,2-year college,20-24,female,STEM
3dc92c9f-e2ec-47a3-beb0-bf0e14818732,4-year university,35+,male,STEM
8761227e-ce52-4ddb-acd9-f233827a1896,2-year college,20-24,female,STEM
30caf508-73f7-4171-9198-372b8d38a620,4-year university,18-19,female,STEM
d42463d3-5d6b-4a2c-9839-da3e18784ed1,graduate school,18-19,male,STEM
41bc2fa7-1a69-4e42-a6f5-f71b6244dea4,2-year college,25-34,female,STEM
a1990e5b-cfc7-4d63-880a-aa34bc7e76c5,4-year university,35+,female,non-STEMB
9d1d1e32-37d1-4c54-ac31-ad3c03b2348c,2-year college,35+,female,STEM
4c157530-68e7-4022-806e-43d34ab30617,4-year university,20-24,male,non-STEMB
ea557c32-6987-4ba0-a4e2-1528bf8cee12,2-year college,18-19,female,STEM
600ef2b2-115d-4683-9382-006157bd365a,graduate school,20-24,female,non-STEMB
bc725986-40f4-468e-bc50-8c6085657f94,4-year university,25-34,male,non-STEMB
e5d48099-7c7e-432d-87e2-30c52fa47d22,4-year university,20-24,female,non-STEMB
e80702ae-e4ea-4813-9a48-73b0fc8b7b18,4-year university,25-34,male,non-STEMB
af951374-f1af-4fd1-a500-b100d828d791,4-year university,35+,female,STEM
8b856c81-a82a-4cec-856e-20739ea35fd8,4-year university,18-19,female,STEM
ff05f4b2-6936-4d1c-a208-b5e739dd012c,2-year college,18-19,female,STEM
d8acd2f8-87f3-4629-8e3a-7620b9e58746,4-year university,20-24,female,non-STEMB
65356fb5-5c23-4507-9ae9-f61964160dc9,4-year university,18-19,female,STEM
d1b74095-cd73-4993-b7fd-293f7a38c6f1,graduate school,20-24,female,non-STEMB
09fcdbae-ac9d-4d96-b7b8-967b44463722,2-year college,20-24,female,STEM
de721186-b5f5-43f6-87f6-9027882adcb3,4-year university,25-34,female,non-STEMB
aa1a869e-e12d-45d7-84a9-b7d62ce5e4ed,4-year university,25-34,male,STEM
df92ee80-962b-4096-ab86-283e260bc054,graduate school,18-19,male,STEM
d1148f73-3ca8-4dba-8f65-3ed321d1e105,2-year college,18-19,female,non-STEMB
dd95e44b-de91-4167-a207-1a99b4204b02,4-year university,35+,female,STEM
9bc69f78-cbb9-4fca-a03f-0e7d3c179840,graduate school,18-19,female,non-STEMB
ddbcafd0-ef59-437a-97f0-48abc70fd05d,graduate school,20-24,male,STEM
65f0c027-2891-477f-9bef-4c1f775332d6,4-year university,20-24,male,non-STEMB
bc9a2bc7-b1b4-4503-b738-5f85ca2e3f7f,4-year university,35+,male,STEM
e0abd483-0251-4636-87f6-009a5aafff32,graduate school,20-24,female,STEM
20ae6a4e-62e2-4bbe-bb4b-09dbe7e8dd43,2-year college,20-24,female,STEM
1a4700f6-02d0-4518-a2a1-e2f1ac1ed042,2-year college,35+,male,STEM
fdd3c92f-9333-48ba-9679-2c74cf01740b,2-year college,18-19,female,STEM
9017db53-c901-4edc-9933-9bd8499d394b,2-year college,20-24,female,STEM
095fddcf-4398-42f9-a37e-8cd408633b53,4-year university,35+,female,STEM
bef8b641-77f3-437d-a7d6-4d0117dcdef8,2-year college,35+,male,STEM
a5d16145-8e55-419f-9efe-b9d6f2ee57b5,graduate school,20-24,female,STEM
1828393c-5858-46ef-9a1a-ccd85127d666,2-year college,18-19,female,non-STEMB
5f44df48-c6ca-43cd-8a8a-995eb377b2dc,4-year university,20-24,female,non-STEMB
49b9df49-f68d-41ac-b8ec-9cf3d0f8c064,4-year university,35+,male,non-STEMB
7542481a-4e4e-4a61-8952-5c6c66e9ba00,graduate school,20-24,female,non-STEMB
6e8f7cad-9ae3-47b3-990c-420af91db0a8,4-year university,20-24,male,non-STEMB
886346fe-fc25-4c8f-8997-85f44ce595f1,4-year university,25-34,female,non-STEMB
bc294138-c3b8-42e7-a42d-4fa6cb57b21b,4-year university,20-24,male,non-STEMB
b57ad8c0-f630-475e-b40e-ffbe019047bd,4-year university,20-24,female,non-STEMB
367a404c-48c1-4c7f-8702-f3d1bfbe1379,4-year university,25-34,male,non-STEMB
a58dfed3-e85e-4566-9e3e-25604b2b5102,graduate school,18-19,female,STEM
af77ec8e-05ca-4a9a-ab1c-3ca7e1ac7e8a,graduate school,18-19,female,STEM
6fa21ca5-e073-42a2-ba43-3e65e3d51b8b,2-year college,18-19,male,non-STEMB
803f593a-1096-4ee5-b66d-1f52b986656a,4-year university,20-24,female,non-STEMB
34dc9d81-6ddb-4d73-a8d2-78c1041256e0,4-year university,20-24,female,non-STEMB
2f9cbdcb-f672-4fc0-8fdf-63df3685145c,2-year college,35+,female,STEM
5dc8ed3f-cbc6-4408-aaf6-24eb680b7fcb,4-year university,20-24,female,non-STEMB
a0698c3f-7e06-4fa5-a0b9-4156313c4282,4-year university,20-24,male,non-STEMB
8e4735b5-0fbf-479b-902e-311df23cff76,4-year university,18-19,female,non-STEMB
ba72c082-20f5-4715-ae11-385f14186dd1,2-year college,35+,female,STEM
33719b88-0487-4ee2-8b2c-7fb95de469dc,4-year university,20-24,male,STEM
443c6bd9-d1d0-4912-9128-c6a9c73c882d,graduate school,20-24,female,non-STEMB
ff9f637c-dfb8-4ae5-9dcc-c108880028f1,2-year college,15-17,female,non-STEMB
b0bf8004-3321-4de1-b1e9-779229d7657d,4-year university,35+,female,STEM
6aa2b14f-bfe9-4731-b0c9-57390b386d1e,graduate school,18-19,female,non-STEMB
af58337b-eab4-41f8-b54b-f06cdaaf26a1,4-year university,20-24,female,STEM
51cb33d4-1a8e-4854-ae1f-55bbcfbe08e6,4-year university,35+,male,STEM
05314f97-6256-49fc-8d25-8d475a65f562,4-year university,20-24,female,STEM
9beb1403-c2b8-4b20-96b6-29e85bb8408f,4-year university,20-24,male,non-STEMB
8e846a10-3c29-43cc-a513-cc58bbb6489f,4-year university,35+,female,STEM
d8d9a684-7171-4408-b5e1-3d83f5cafada,graduate school,20-24,female,non-STEMB
c3ac9dab-0644-4772-b9c0-aadb0e77322d,4-year university,20-24,female,non-STEMB
a412033d-1b1b-4419-b0dd-4e064e05b193,2-year college,20-24,female,STEM
d6c8f3b0-79f7-4e13-b21f-2aa2a405688b,4-year university,20-24,male,non-STEMB
1a77aec3-00ed-4ce4-b5d1-76dc70d2729f,4-year university,20-24,male,non-STEMB
f46c14a0-3623-4224-a541-0f98cea9efbe,2-year college,20-24,female,STEM
4a8085fa-b31b-4f21-a117-f17fc98018f7,graduate school,18-19,male,non-STEMB
99169d8e-c911-4d1b-8741-f674726ae38b,2-year college,20-24,male,non-STEMB
304d6f1a-5498-458f-be18-d062cd59e179,4-year university,20-24,female,non-STEMB
3a43b17f-c71b-45c8-9f41-772e3416ee83,4-year university,18-19,male,non-STEMB
5b39073d-b181-4f3e-a964-9a68117f8978,4-year university,25-34,male,non-STEMB
e45cbdc9-dba1-460f-a0bf-ed8d41c707b0,2-year college,25-34,female,non-STEMB
57a64173-fa86-49ec-b3ed-fb1397ca48fe,graduate school,20-24,female,non-STEMB
12019cf1-2ba0-45fc-8940-d985168648a6,4-year university,35+,female,non-STEMB
cdf9e350-d2ec-48cc-ad62-3074870723c5,4-year university,20-24,female,non-STEMB
3725d438-f64b-4f7b-a673-549def221afe,4-year university,20-24,female,non-STEMB
e1f6ab31-1dc2-4ab8-85e9-f0fc99b03844,2-year college,18-19,female,STEM
5ca371ae-60be-4887-b715-f86e9bbaa0a1,graduate school,18-19,male,STEM
59fe74fa-4a1a-4e15-9af5-4fcaf91dfa81,graduate school,35+,female,STEM
de1904e7-f2d5-4dd6-a19a-22ef5c8231dd,4-year university,35+,female,non-STEMB
be202d56-020c-46ae-a02d-c7c04cbecdac,graduate school,20-24,male,non-STEMB
3cca2d9e-bcab-4148-a9be-d8e9c17682a9,2-year college,18-19,Non-Binary,non-STEMB
236e143a-0585-45f7-a03d-72314a24a6a6,4-year university,20-24,female,non-STEMB
7652cef7-5023-472a-9d05-d45918ef6a73,2-year college,20-24,female,non-STEMB
571a92b9-9e5e-4366-b361-4afd66790e8a,graduate school,20-24,female,STEM
faec92ef-bac2-4958-8aa8-9b97b53c48c9,2-year college,18-19,male,STEM
f2fbfef9-0097-4557-9274-83af226ef3d6,2-year college,35+,female,STEM
